title,content
Não consigo localizar alguns colaboradores importados,"Após importar a base, os colaboradores só aparecerão na aba ""Beneficiários"" após concluírem o cadastro no aplicativo. Exemplo: Você subiu uma base com 50 CPFs, mas somente 5 refletem no Portal. Isso significa que, até o momento, somente 5 colaboradores se cadastraram no app. "
Alguns colaboradores não aparecem após a importação. O que pode ter ocorrido?,"Após importar a base, os colaboradores só aparecerão na aba ""Beneficiários"" após concluírem o cadastro no aplicativo. Exemplo: Você subiu uma base com 50 CPFs, mas somente 5 refletem no Portal. Isso significa que, até o momento, somente 5 colaboradores se cadastraram no app. "
"Importei os dados, mas não encontrei todos os colaboradores. Há algum erro comum?","Após importar a base, os colaboradores só aparecerão na aba ""Beneficiários"" após concluírem o cadastro no aplicativo. Exemplo: Você subiu uma base com 50 CPFs, mas somente 5 refletem no Portal. Isso significa que, até o momento, somente 5 colaboradores se cadastraram no app. "
"Ao atualizar a base de colaboradores, influencia nos funcionários que estão ativos?","A atualização da base não influencia os cadastros já ativos. Ao atualizar a base, você sempre deve importá-la completa. Ou seja, informar tanto os novos CPFs, quanto os que já haviam sido cadastrados. Em caso de desligamento de colaboradores, basta importar uma nova base sem informar os CPFs dos que serão desligados. Assim, o sistema irá comparar a base atual com a anterior e realizar o desligamento automático dos CPFs que não foram incluídos. "
A atualização da base interfere nos colaboradores que já estão ativos?,"A atualização da base não influencia os cadastros já ativos. Ao atualizar a base, você sempre deve importá-la completa. Ou seja, informar tanto os novos CPFs, quanto os que já haviam sido cadastrados. Em caso de desligamento de colaboradores, basta importar uma nova base sem informar os CPFs dos que serão desligados. Assim, o sistema irá comparar a base atual com a anterior e realizar o desligamento automático dos CPFs que não foram incluídos. "
"Se eu atualizar a base, os cadastros ativos serão afetados?","A atualização da base não influencia os cadastros já ativos. Ao atualizar a base, você sempre deve importá-la completa. Ou seja, informar tanto os novos CPFs, quanto os que já haviam sido cadastrados. Em caso de desligamento de colaboradores, basta importar uma nova base sem informar os CPFs dos que serão desligados. Assim, o sistema irá comparar a base atual com a anterior e realizar o desligamento automático dos CPFs que não foram incluídos. "
Como faço para consultar todos os colaboradores ativos?,"Para consultar os colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Onde posso visualizar a lista completa de colaboradores ativos?,"Para consultar os colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Qual é o caminho para acessar os cadastros que estão ativos atualmente?,"Para consultar os colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Como posso verificar o status de cadastro de um colaborador?,"Para consultar os colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Gostaria de saber como incluir colaboradores PJ,O cadastro de colaboradores PJ também exige a inclusão do CPF na planilha de importação
Existe alguma forma de cadastrar colaboradores PJ na plataforma?,O cadastro de colaboradores PJ também exige a inclusão do CPF na planilha de importação
Como proceder para adicionar profissionais PJ no sistema?,O cadastro de colaboradores PJ também exige a inclusão do CPF na planilha de importação
Relação de colaboradores cadastrados,"Para consultar os colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Onde encontro a lista completa dos colaboradores já cadastrados?,"Para consultar os colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Tem como consultar todos os funcionários que já estão registrados?,"Para consultar os colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Como verificar a relação de quem são esses colaboradores cadastrados na plataforma?,"Para consultar os nomes dos colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Como consultar os nomes dos colaboradores cadastrados?,"Para consultar os nomes dos colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
Tem como identificar quem são os funcionários já registrados na plataforma?,"Para consultar os nomes dos colaboradores ativos, elegíveis e inativos, confira no menu a aba ""Beneficiários"". Lembrando que os colaboradores só aparecerão neste campo após concluírem o cadastro no aplicativo. Portanto, se você os cadastrou e eles não refletem no Portal RH, é porque ainda não se cadastraram. "
"Preciso atualizar a base de colaboradores do TotalPass, mas dá erro indicando que o número está acima do permitido. O que fazer?","Se ao importar uma nova base apareceu a mensagem que você excedeu a quantidade de vidas contratadas, é necessário revisar o arquivo e conferir se você não informou mais CPFs do que a quantidade total de vidas contratada pela empresa. 
Na página inicial do Portal RH, você tem a informação da quantidade de vidas contratadas ( Ex: 0 / 10 - Significa que o contratado foram para 10 vidas).
Caso seja necessário aumentar os colaboradores contemplados pelo benefício, você deve entrar em contato com o canal parceiro, se o seu contrato é através de um canal intermediário. Ou realizar o upgrade de vidas na opção ""Fazer upgrade"", que fica disponível na página inicial.  "
"Ao tentar atualizar a base, aparece um erro de limite de colaboradores. Como corrigir?","Se ao importar uma nova base apareceu a mensagem que você excedeu a quantidade de vidas contratadas, é necessário revisar o arquivo e conferir se você não informou mais CPFs do que a quantidade total de vidas contratada pela empresa. 
Na página inicial do Portal RH, você tem a informação da quantidade de vidas contratadas ( Ex: 0 / 10 - Significa que o contratado foram para 10 vidas).
Caso seja necessário aumentar os colaboradores contemplados pelo benefício, você deve entrar em contato com o canal parceiro, se o seu contrato é através de um canal intermediário. Ou realizar o upgrade de vidas na opção ""Fazer upgrade"", que fica disponível na página inicial.  "
Recebi uma mensagem de excesso de registros ao atualizar a base. Qual é a solução?,"Se ao importar uma nova base apareceu a mensagem que você excedeu a quantidade de vidas contratadas, é necessário revisar o arquivo e conferir se você não informou mais CPFs do que a quantidade total de vidas contratada pela empresa. 
Na página inicial do Portal RH, você tem a informação da quantidade de vidas contratadas ( Ex: 0 / 10 - Significa que o contratado foram para 10 vidas).
Caso seja necessário aumentar os colaboradores contemplados pelo benefício, você deve entrar em contato com o canal parceiro, se o seu contrato é através de um canal intermediário. Ou realizar o upgrade de vidas na opção ""Fazer upgrade"", que fica disponível na página inicial.  "
A minha empresa pode oferecer a TotalPass para dependentes? Quais são as regras?,"A contratação da TotalPass está disponível para empresas a partir de 5 colaboradores. No entanto, a opção de estender o benefício para a inclusão de dependentes só é liberada para empresas que contratam a partir de 21 vidas (colaboradores). Ou seja, se a empresa possui 21 ou mais colaboradores, ela poderá oferecer o benefício também aos familiares!"
Existe alguma carência após a contratação para que meus colaboradores comecem a usar as academias?,"Não, assim que o benefício da TotalPass for ativo em sua empresa, os seus colaboradores já poderão contratar o benefício e começar a utilizar! "
